id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,fuente_url,tags
44,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Intermedio,Completar,¿Cuál de las siguientes opciones pertenece directamente al tema «Android Studio y Java» y cumple esta función: emulador de android?,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,Función de Arduino para configurar un pin como entrada o salida.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,GitHub,Sensor DHT11,C,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico. cumple esa función dentro de Android Studio y Java.,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
45,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Intermedio,Reconocimiento,"Si en un examen preguntan por emulador de android, ¿qué alternativa debes marcar?",Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Biblioteca para visión por computadora y procesamiento de imágenes.,Retrofit,Archivo JSON que describe la arquitectura y referencias de pesos de un modelo TensorFlow.js.,Método HTTP usado para crear o enviar nuevos datos al servidor.,A,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,La alternativa correcta es Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
46,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Definición,¿Qué término técnico se asocia mejor con la siguiente idea: emulador de android?,Estructura de control que permite seleccionar entre varios casos posibles.,Sensor DHT11,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,GitHub,Pantalla de caracteres con 16 columnas y 2 filas usada para mostrar información.,C,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,El término técnico asociado es Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
47,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Intermedio,Aplicación,"En el módulo «Diseño y Desarrollo de Aplicaciones Móviles», ¿qué elemento se usa para emulador de android?",Placa de pruebas que permite montar circuitos sin soldadura.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Parte reutilizable de la interfaz o comportamiento dentro de una Activity.,Sintaxis que permite escribir estructuras similares a HTML dentro de JavaScript en React.,SQLite,B,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,"Según el contenido del módulo, corresponde a Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
48,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Completar,¿Cuál es la respuesta correcta si se busca identificar: emulador de android?,SQLite,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Lenguaje de marcado usado para estructurar la interfaz de una aplicación web.,Componente observable y consciente del ciclo de vida que expone datos a la UI.,Protocolo de servicios web basado en XML y reglas estrictas de mensajería.,B,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,La respuesta correcta es Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
49,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Intermedio,Completar,Marca la alternativa que mejor representa el concepto de Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,Versión optimizada de TensorFlow para ejecutar modelos en dispositivos móviles o embebidos.,Sensor DHT11,Librería usada para validar esquemas de datos y formularios.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,"Elemento usado para reportar tareas, errores o mejoras en un proyecto colaborativo.",D,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.: Emulador de Android,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
50,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Completar,¿Cuál opción NO debe confundirse con otros términos cuando la pregunta describe: emulador de android?,Bloque de un notebook usado para escribir explicaciones en Markdown.,Biblioteca JavaScript para construir interfaces de usuario basadas en componentes.,Formato ligero de intercambio de datos común en APIs REST.,Retrofit,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,E,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,No debe confundirse: la descripción apunta a Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
51,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Relación,"En una evaluación tipo Senati, si aparece la descripción «Emulador de Android», la respuesta esperada sería:","Estructura tabular de Pandas con filas, columnas e índices etiquetados.",GitHub,Biblioteca JavaScript para construir interfaces de usuario basadas en componentes.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Vista usada para mostrar texto en una interfaz Android.,D,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,"Para esa descripción, se debe marcar Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
52,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Intermedio,Relación,¿Qué concepto es clave en Android Studio y Java porque permite/representa lo siguiente: emulador de android?,Sensor DHT11,Estilo de arquitectura para servicios web que usa recursos y métodos HTTP.,Vista que permite al usuario ejecutar una acción al presionarla.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Mensaje breve que aparece temporalmente en pantalla sin bloquear la interacción.,D,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,El concepto clave es Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
53,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Intermedio,Definición,Relaciona el concepto con su función: Emulador de Android,Bloque de un notebook que ejecuta instrucciones de programación.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Cliente HTTP usado como base para realizar solicitudes de red en Android.,Retrofit,Plantilla inmutable usada para crear contenedores Docker.,B,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,La relación correcta es con Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
54,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Definición,¿Qué alternativa describe correctamente un elemento de Android Studio y Java: emulador de android?,Función de Arduino que se ejecuta repetidamente después de setup().,Sensor DHT11,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Protocolo de transporte orientado a conexión que garantiza entrega ordenada de datos.,Ejecución de predicciones del modelo directamente dentro del navegador del usuario.,C,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Esa descripción corresponde a Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico..,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
55,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Relación,Selecciona la opción que completa correctamente: «Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico. es...»,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Vista que permite al usuario ejecutar una acción al presionarla.,Retrofit,Gradle,Función de Arduino para configurar un pin como entrada o salida.,A,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico. se define como: Emulador de Android,PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
56,Diseño y Desarrollo de Aplicaciones Móviles,1,Android Studio y Java,Emulador de Android,Básico,Completar,¿Cuál de estos términos sería más probable como respuesta en una pregunta sobre Android Studio y Java?,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,Gestor de paquetes de Node.js usado para instalar dependencias y ejecutar scripts.,SQLite,Registro de cambios guardado en el historial de Git.,Método de Keras usado para entrenar o ajustar un modelo con datos.,A,Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico.,"El término más probable es Herramienta que permite ejecutar y probar una app Android sin usar un dispositivo físico., porque emulador de android",PIAD-525_CONTENIDO.pdf,https://developer.android.com/,"android,emulador"
